Product Title,Price,Ratings,Number of Reviews,Prime Eligibility,Product URL,Sizes
U.S. POLO ASSN. Men's Cotton Regular Fit Shirt,"1,631",4.0 out of 5 stars,404 ratings,No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NDg0MTE3MzA2Njk4NTU6MTc1MDc3Mzg2OTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNTY4MTIwMjY5MDMyOjozOjo&url=%2FU-S-POLO-ASSN-Regular-USSHTFX0015_Yellow%2Fdp%2FB0BJF6SLQ1%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%253Aamzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%26cv_ct_cx%3DShirts%26keywords%3DShirts%26pd_rd_i%3DB0BJF6SLQ1%26pd_rd_r%3D4f8848ab-5eb3-4bf6-bd93-ca1f2e5b9a0e%26pd_rd_w%3D30NJP%26pd_rd_wg%3DWGYTV%26pf_rd_p%3D0ec29fff-e589-42c1-a226-6d7b30a9905a%26pf_rd_r%3DG7YZXG0AHATXH8PWMDN7%26qid%3D1750773869%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=ZAZ#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
Arrow Men's Checkered Full Sleeve Slim Fit Cutaway Collar Cotton Formal Shirt,"1,340.",4.1 out of 5 stars,342 ratings,No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NDg0MTE3MzA2Njk4NTU6MTc1MDc3Mzg2OTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMDY2OTc3NzE4NTMyOjo0Ojo&url=%2FArrow-Mens-Checkered-Shirt-ARADOSH1332_Light%2Fdp%2FB0C24G3BC2%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%253Aamzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%26cv_ct_cx%3DShirts%26keywords%3DShirts%26pd_rd_i%3DB0C24G3BC2%26pd_rd_r%3D4f8848ab-5eb3-4bf6-bd93-ca1f2e5b9a0e%26pd_rd_w%3D30NJP%26pd_rd_wg%3DWGYTV%26pf_rd_p%3D0ec29fff-e589-42c1-a226-6d7b30a9905a%26pf_rd_r%3DG7YZXG0AHATXH8PWMDN7%26qid%3D1750773869%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=ZAZ#customerReviews,"['38', '39', '40', '42', '44', '46']"
U-TURN Men's Cotton Casual Printed Striped Stylish Latest Shirt for Men,428,3.7 out of 5 stars,186 ratings,No,https://www.amazon.in/U-TURN-Printed-Striped-Stylish-Skyblue-White/dp/B0DKPCB5SY/ref=sr_1_8?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-8#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
Allen Solly Men's Plain Slim Fit Shirt,679,3.7 out of 5 stars,"16,595 ratings",No,https://www.amazon.in/Allen-Solly-Plain-Casual-ASSFWMOFG80292_Olive_40/dp/B07DMYR49H/ref=sr_1_9?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-9#customerReviews,"['38', '39', '40', '42', '44']"
CB-COLEBROOK Men's Regular Fit Solid Soft Touch Cotton Casual Shirt with Pocket Design with Spread Collar & Full Sleeves,495,3.8 out of 5 stars,"2,376 ratings",No,https://www.amazon.in/CB-COLEBROOK-Regular-Spread-Collar-X-Large/dp/B0CGLLYV2D/ref=sr_1_10?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-10#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
Bellstone Men's Solid Regular Fit Dress Shirt,399,3.6 out of 5 stars,"2,208 ratings",No,https://www.amazon.in/Bellstone-Solid-Cotton-Blend-Straight/dp/B0CJJRDV1P/ref=sr_1_11?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-11#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
TAGDO Men's Jacquard Chain Polo Shirt (2020),399,4.4 out of 5 stars,389 ratings,No,https://www.amazon.in/TAGDO-Jacquard-Chain-Shirt-RF-Chain-JQRD-2020-White-XL/dp/B0DJR9P1W1/ref=sr_1_12?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-12#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
Pinkmint Casual Shirt for Men Stylish Men's Shirt Soild Regular Fit Long Sleeve Formal Wear Purple,399,3.6 out of 5 stars,471 ratings,No,https://www.amazon.in/Pinkmint-Casual-Stylish-Regular-Sleeve/dp/B0CWTNN5R8/ref=sr_1_13?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-13#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
StitchX Men's Full Sleeve Solid Knitted Cotton Spread Collar Shirt S-2XL,683,3.4 out of 5 stars,6 ratings,No,https://aax-eu-zaz.amazon.in/x/c/JBlFv9pS36yOJh5txG0T-_kAAAGXokEtwQoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBIVt36/clv1c_ek-YBXfSFdbWrmnPe2cnY-gscZ1DcPuFSmEorregtz15yftImC5UfLNxcb0Ie8cgy9sYAsJjruO3S6VzIKS8tjSxt1YRzP-PMR6oLJLLPGOLHe1HMW9z--csgH1lYHoS0wn6AMGBNAO8Yp3BLe_F3CrYPZy15nnm2QQB3AOG_Y0egVvcHNMdwct66hC2HrO9v3TiQCPRb_dJlWj1N_0xkkpYWJG8C0TU01nvrkH9Yg3K0lZ5xRc3HO17lhu3RxhMhls_NMbw-IK8VRIMhHHe5dQ27LEzKQB-I4NsF6UTwiJgxdEuAV6zYtvkLOzDE6tKxZ9ZTWPJz-1_q-JyDNSOr4TM8kUHIxzfMQuXuPCd6pMc7YSccR-W914-nsY1J3Ig9zBmAB1mIcao4kHRCLeKCqFxOSlBjYBbG4vs42ZmQcIA98M9Q8tQQG9wXme5cD0VJc-FC2ojyYIaCPUAWXGoIp65ib24kPxsLFmLSaiBBvDuYhhrh1X7nob7kUZ1OyqdIhxI37kRyyXimoQCPJJBb2KTAi8_fKVPmgO-4bEpOY2hRO7XBUpmg7gSwjKdVAI9sd0uEfu9fEibDgqj0c9aUX3ERMGgXj8kF9sT18OgxotOLqILvURAln_o6gYtxYoiUFl5R_taebKEorMoF_EamoCmJY0OPQIVYcMlhO0jAsPf08SMaAKpziOa8ck7El01O23tuXFzBDO4Wgyi9s2zF2kQsxgGZdbMV0IVQiQcMJ8BQd6RJ3pDMijhHJuAcpzLDpK0wR863hvTsnhCoz8fRSLIQakfKo8wiX1bnDKnC6SXU8FBQeLM5-ZwTdp1v1kVqnUt5NyLzrkrA9e9A0KvFVq987VqTZ56TJ-rwE_CTo0NoQ6X_7Tr7A1MXeVTDflfIwdrO6uCC_MUb5-cs71MzbR22xskiEyeoxjPxWXN3jgY3Sy51C4VKFTs38Nic3nFohpUMFKhYM31SGWKDqn9ZaicViHtEIWd3DP5iDTbtpfYEOH6bjYQcLlc_1zsBy-n2Bjx1EGbtQuj4UPStIvZ3CTY2WxQlo0mP4tXeF8DZeUNCSF8lkPg7mbpY_oWAp1_aa8l4bdBbTExaGyshB7Z7DJRhHOSj-h85s9SEpxBga1Hm23v3zdR_atRN8Ru7VaGoVIKxCMWk79Kmg5siFpVptMBaejZ-or5bQKmPAumegenVzprZJbdsLr-smwAum6w6Qbetz-YP5aSiJQt6vPI1llFIvLupG_zqq74-1m1rZg-05GVW-7-XpEF2sK_nly3r2b1RgNksmBWwAEc-U2Ci3imAx1pHhR_lvY6wV8iopilp333gRBFreU9gvHH1dfDq_ps_AFU6pV89vtEi5-Z4JvH2SJYQSzBwniG6NPfAZNiUjY0AuN-xVndj6HVSzjWyXBXMJ4Iy-zs5GJOg1I5sm_A11q-mRnEHpCP3SmrdTcSfhthdSwgwZ8R3O0wHEzLKFR0axMqryooKjCpffsxZE17_FKjlPh2IreR6clN/https://www.amazon.in/StitchX-Sleeve-Solid-Knitted-Shirt/dp/B0DPWWM6BP/ref=sxin_23_sbv_search_btf?content-id=amzn1.sym.7f127af2-01e9-4e9a-857b-f7f598682cc6%3Aamzn1.sym.7f127af2-01e9-4e9a-857b-f7f598682cc6&cv_ct_cx=Shirts&keywords=Shirts&pd_rd_i=B0DPWWM6BP&pd_rd_r=4f8848ab-5eb3-4bf6-bd93-ca1f2e5b9a0e&pd_rd_w=Nkq5A&pd_rd_wg=WGYTV&pf_rd_p=7f127af2-01e9-4e9a-857b-f7f598682cc6&pf_rd_r=G7YZXG0AHATXH8PWMDN7&qid=1750773869&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
Lymio Regular Fit Shirt for Men|| Men Stylish Regular Fit Shirt (Resort-Slub),449,4.4 out of 5 stars,167 ratings,No,https://www.amazon.in/Lymio-Regular-Shirt-Stylish-Resort-Slub/dp/B0DZCR8Y3Y/ref=sr_1_14?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-14#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
Men's Regular Fit Poly Popcorn Casual Shirt,349,3.6 out of 5 stars,59 ratings,No,https://www.amazon.in/Regular-Popcorn-Casual-Shirt-Coffee/dp/B0F12J4XS7/ref=sr_1_15?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-15#customerReviews,"['M', 'L', 'XL']"
Allen Solly Men's 100% Cotton Regular Fit Shirt,899,3.8 out of 5 stars,"1,171 ratings",No,https://www.amazon.in/Allen-Solly-Fitted-Shirt-ASSFQMOP403092_Blue/dp/B0B4PCWTG1/ref=sr_1_16?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-16#customerReviews,"['38', '39', '40', '42', '44', '46']"
The Indian Garage Co Men's Cotton Slim Fit Multi Striped Full Sleeves Cutaway Collar Casual Shirt,550.,3.7 out of 5 stars,"1,459 ratings",No,https://www.amazon.in/Indian-Garage-Co-Shirt-0619-SH04-04/dp/B087S7688N/ref=sr_1_17?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-17#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
Allen Solly Men's Cotton Regular Fit Polo T-Shirt,699,4.0 out of 5 stars,"75,169 ratings",No,https://www.amazon.in/Allen-Solly-Regular-AMKP317G04249_Jet-Black_Large/dp/B06Y2FG6R7/ref=sr_1_18?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-18#customerReviews,"['S', 'M', 'L', 'XL', '2XL', '3XL']"
Leriya Fashion Men's Formal Button Down Shirt – Slim Fit Office Wear Shirt's for Men | Textured Long Sleeve Cotton Blend | Business & Meeting Ready (Available in Plus Size and Combo Pack of 2),429,3.8 out of 5 stars,"1,949 ratings",No,https://www.amazon.in/Leriya-Fashion-Textured-Shirts-Stylish/dp/B0CLZZCQGZ/ref=sr_1_19?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-19#customerReviews,"['Regular', 'Single Pack', 'Value Pack', 'XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
Majestic Man Men Classic Slim Fit Pure Cotton Casual Shirt,499,3.9 out of 5 stars,610 ratings,No,https://www.amazon.in/Majestic-Man-Classic-Cotton-Casual/dp/B0CK6KJNZG/ref=sr_1_20?dib=eyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8&dib_tag=se&keywords=Shirts&qid=1750773869&sr=8-20#customerReviews,"['S', 'M', 'L', 'XL', '2XL', '3XL', '4XL']"
Van Heusen Formal Checkered Shirt for Men| Premium Cotton| Full Sleeves| Slim Fit |Breathable Fabric,999,3.9 out of 5 stars,"1,926 ratings",Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjA3MTQ0MTA2OTM3NjMxOjE3NTA3NzM4Njk6c3BfbXRmOjMwMDU3NzM0MzgyMTczMjo6MDo6&url=%2FVan-Heusen-Mens-Shirt-VHSFRSLB022662_Medium%2Fdp%2FB0B5YCSSNK%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8%26dib_tag%3Dse%26keywords%3DShirts%26qid%3D1750773869%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=ZAZ#customerReviews,"['38', '39', '40', '42', '44', '46']"
Amazon Brand - INKAST Men's Solid Double Pocket Cotton Shirt | Casual | Plain | Full Sleeve-Slim Fit (Available in Plus Size),449,3.9 out of 5 stars,"19,432 ratings",No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjA3MTQ0MTA2OTM3NjMxOjE3NTA3NzM4Njk6c3BfbXRmOjMwMDU0MjgzNjI4MTUzMjo6MDo6&url=%2FAmazon-Brand-Inkast-S-02C_Medium-Grey_Small%2Fdp%2FB07GSR4ZJF%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8%26dib_tag%3Dse%26keywords%3DShirts%26qid%3D1750773869%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=ZAZ#customerReviews,"['S', 'M', 'L', 'XL', '2XL', '3XL', '4XL']"
Majestic Man Men's Cotton Slim Fit Solid Casual Shirt,499,3.8 out of 5 stars,"1,862 ratings",No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjA3MTQ0MTA2OTM3NjMxOjE3NTA3NzM4Njk6c3BfbXRmOjIwMDgzNzQ0MDA3MTk4OjowOjo&url=%2FMajestic-Man-Solid-Casual-Shirt%2Fdp%2FB09XGT4LG9%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8%26dib_tag%3Dse%26keywords%3DShirts%26qid%3D1750773869%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=ZAZ#customerReviews,"['M', 'L', 'XL', '2XL', '3XL', '4XL']"
"DAMENSCH Constant All-Degree Shirt for Men Full Sleeve, Pique Textured, Thermoregulating Cotton Blend Mens Casual, Recycled Fabric Stylish Shirts","1,691",4.2 out of 5 stars,356 ratings,No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjA3MTQ0MTA2OTM3NjMxOjE3NTA3NzM4Njk6c3BfbXRmOjMwMDEyNjIyMDk1MjAzMjo6MDo6&url=%2FDAMENSCH-Thermoregulating-Shirts-Pack-1-Blackened-Pearl-Medium%2Fdp%2FB0BYJM92R8%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9._5cCtx9yndgbPS-ZCqJoIceaGZVCs2x-X1j1NC5nIMR_-kLsXMIIIhpnlztn23rvji9QSdabrajpWu48MBNRqb3gAzCFMhm8wV5ZJmHJSfFHcc2HfpiM-DTUI0ZYJpbvAW7j62xR17XfI8WoNr8qZb6gfD-5VQ6KQW7hhEHXdrVXgcd0qvPqswbWZLKFG01-DVp4uZX1GSg67bzK5BS9cs8ErEFxwIlAcymmaF_cZ1MYWFedvEnLF-Zl6N_EpItSH40abjD36VVUK1dXjWRKSZBGnbgPBFLvTdy0jitwg9s.IZP96IJwUiQha3MjgBrJRFkIYpLHcqS4ZkowZhC0XH8%26dib_tag%3Dse%26keywords%3DShirts%26qid%3D1750773869%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=ZAZ#customerReviews,"['S', 'M', 'L', 'XL', '2XL']"
