Title,Current Price,Original Price,Old Price,Product URL,Ratings,Number of Reviews,Last Seen,Price Dropped?
,,,60990,https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNDNPDD5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=en_5Yw0qrFmcbwoGsjxw6K5zOtNwqNMYBodu5OC1hskaY4axm3D0OutQi7V6zAgQSz9EYAUAeMyiRpXK2D-26OSz0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,,,2025-06-25,No
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) X1607QA-MB049WS Thin and Light Laptop  (16 Inch, Quiet Blue, 1.88 Kg, With MS Office)",59990,84990,82000,https://www.flipkart.com/asus-vivobook-16-2025-copilot-pc-office-2024-m365-basic-ai-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1607qa-mb049ws-thin-light-laptop/p/itmaff92a0acb4ff?pid=COMH9EVGZHTHHPFH&lid=LSTCOMH9EVGZHTHHPFHLX91AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_198&otracker=search&otracker1=search&fm=organic&iid=en_5Yw0qrFmcbwoGsjxw6K5zOtNwqNMYBodu5OC1hskaY5xHdTkS-8SiqIuuGk96MNDzGpqjQvgdv-36aca3BuYk8DbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.1,5,2025-06-25,Yes
"DELL G15 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 5530 Gaming Laptop  (15.6 Inch, Dark Shadow Gray With Black Thermal Shelf, 2.65 Kg, With MS Office)",70990,93021,70990,https://www.flipkart.com/dell-g15-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-120-hz-5530-gaming-laptop/p/itmd1b02da743465?pid=COMH8EPFG25GDHDC&lid=LSTCOMH8EPFG25GDHDCJE052J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMH8EPFG25GDHDC.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.1,15,2025-06-25,No
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)",46990,65973,46990,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HN66KHZYB&lid=LSTCOMGJ75HN66KHZYBIR9NGN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_200&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMGJ75HN66KHZYB.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.2,77,2025-06-25,No
"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1400CKA-NK0488 Chromebook  (14 Inch, Transparent Silver, 1.47 Kg)",13990,32990,13990,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1400cka-nk0488/p/itm55df91d5beb9e?pid=COMH7C3EVHUKYP96&lid=LSTCOMH7C3EVHUKYP96IIZFGI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=en_5Yw0qrFmcbwoGsjxw6K5zOtNwqNMYBodu5OC1hskaY4Fbw69SoOEj2caFPPGeKvb9FMjgAorViQZ1MKBEfUkovUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4,2,2025-06-25,No
"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 Chromebook  (14 Inch, Transparent Silver, 1.47 Kg)",13990,32990,18990,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1400cka-nk0453/p/itm3cc0cadd59faf?pid=COMGSHM3RGXQ6ZVX&lid=LSTCOMGSHM3RGXQ6ZVXMNXMLN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=en_5Yw0qrFmcbwoGsjxw6K5zOtNwqNMYBodu5OC1hskaY6FaUkp9TFiK2tKuaXKJhvr0saAH2BWfHJ6jtmji0bd4_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,3.8,263,2025-06-25,Yes
"Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Laptop  (11.6 Inch, Black, 1.065 Kg)",15990,24990,15990,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmfd3a315fce1d5?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWPTSLLM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMGH2NKYVZCVXAW.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.2,933,2025-06-25,No
"ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71042WS Thin and Light Laptop  (15.6 inch, Misty Grey, 1.65 Kg, With MS Office)",62990,99990,62990,https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-p1503cva-s71042ws-thin-light-laptop/p/itmaaf79b8a24f17?pid=COMH8Z2QK37PNMFZ&lid=LSTCOMH8Z2QK37PNMFZYXNPS4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMH8Z2QK37PNMFZ.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.3,15,2025-06-25,No
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2324WS Thin and Light Laptop  (15.6 inch, Cool Silver, 1.70 Kg, With MS Office)",38960,56990,38960,https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj2324ws-thin-light-laptop/p/itmf40dd3e4553f6?pid=COMH9SJ95TXH5PYE&lid=LSTCOMH9SJ95TXH5PYEOHDDBT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMH9SJ95TXH5PYE.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.3,26,2025-06-25,No
,,,74990,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-copilot-pc-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3407qa-kp020ws-thin-light-laptop/p/itm4be832c0c07b8?pid=COMH9SJ9VPQXUK6T&lid=LSTCOMH9SJ9VPQXUK6TMHCHDN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=en_5Yw0qrFmcbwoGsjxw6K5zOtNwqNMYBodu5OC1hskaY5IN3b1qhwxpPhYqeVQdG1hMS0_jO40BsfNJ8JxUqzYePUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,,,2025-06-25,No
"Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A  (13.6 Inch, Space Grey, 1.24 Kg)",83990,119900,83990,https://www.flipkart.com/apple-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mlxx3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GNWNN9DN8&lid=LSTCOMGFB2GNWNN9DN8OLT676&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMGFB2GNWNN9DN8.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.7,95,2025-06-25,No
,,,38999,https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7th-gen-7320u-8-gb-512-gb-ssd-windows-11-home-1-graphics-g4-amn-thin-light-laptop/p/itm575eadcc5ae49?pid=COMH39ECM9GXRCKU&lid=LSTCOMH39ECM9GXRCKUVYEGOZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_210&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMH39ECM9GXRCKU.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,,,2025-06-25,No
"Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Laptop  (14 Inch, Cloud Grey, 1.46 Kg, With MS Office)",77190,101090,77190,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-oled-ai-pc-intel-core-ultra-125h-16-gb-1-tb-ssd-windows-11-home-14imh9-laptop/p/itm089031723a8df?pid=COMGXAU9B7GGGZH4&lid=LSTCOMGXAU9B7GGGZH4QBWTKF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_211&otracker=search&otracker1=search&fm=organic&iid=en_5Yw0qrFmcbwoGsjxw6K5zOtNwqNMYBodu5OC1hskaY5LN_lwJwqy23k_41kqMIioYhmeQnVAwgNyUbj2xTu85xhTy0lUJ14SzoMSv_CzLF0%3D&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.1,39,2025-06-25,No
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) S3407CA-LY060WS Thin and Light Laptop  (14 inch, Cool Silver, 1.39 Kg, With MS Office)",79590,98990,79590,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-ai-pc-intel-core-ultra-5-225h-16-gb-512-gb-ssd-windows-11-home-s3407ca-ly060ws-thin-light-laptop/p/itm100d2f392a6d0?pid=COMH9SJ9HH7GTBGH&lid=LSTCOMH9SJ9HH7GTBGH9XOGSK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_212&otracker=search&otracker1=search&fm=organic&iid=en_5Yw0qrFmcbwoGsjxw6K5zOtNwqNMYBodu5OC1hskaY4LR818x21bRUoxAPabi4-D-FhdgCOg7WvGhuBbPXz7cX3Gaq_wzx4HJysDmGalzMk%3D&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,4.2,,2025-06-25,No
,,,40190,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmce54714ae1cd8?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_213&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMGN2YDSFGGXYG3.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,,,2025-06-25,No
,,,43499,https://www.flipkart.com/lenovo-v14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-v-14-thin-light-laptop/p/itme87a00a2ff6c2?pid=COMH76FG3MCSNRDV&lid=LSTCOMH76FG3MCSNRDV02EH3S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_214&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMH76FG3MCSNRDV.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,,,2025-06-25,No
,,,63990,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmb4b81cd1f873f?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_215&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMGEG3ZNYZDAYVJ.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,,,2025-06-25,No
,,,41490,https://www.flipkart.com/acer-aspire-lite-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGX8GMZJRP6QRK&lid=LSTCOMGX8GMZJRP6QRKPCMSJC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_216&otracker=search&otracker1=search&fm=organic&iid=dd2a49bb-b58d-4c4b-a747-526a8df30c7e.COMGX8GMZJRP6QRK.SEARCH&ppt=None&ppn=None&ssid=50g7dd2q9c0000001750792616485&qH=312f91285e048e09,,,2025-06-25,No
,,,17990,https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_217&otracker=search&otracker1=search&fm=organic&iid=en_biP8YpdkB2Pc1LRiETwlbgj2yYDcXJW2pHAVSIXWjTreQ53N5dMUvRIXoRjO-hK-SmmsZyue0rNxACuj6pbKYfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1400CKA-NK0488 Chromebook  (14 Inch, Transparent Silver, 1.47 Kg)",13990,32990,13990,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1400cka-nk0488/p/itm55df91d5beb9e?pid=COMH7C3EVHUKYP96&lid=LSTCOMH7C3EVHUKYP96IIZFGI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_218&otracker=search&otracker1=search&fm=organic&iid=en_biP8YpdkB2Pc1LRiETwlbgj2yYDcXJW2pHAVSIXWjToKadejhUIQC1l8rEV8SkAKUI2UXCmZDHjglub-Sje6A_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,4,2,2025-06-25,No
"Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 15IRX9 Gaming Laptop  (15.6 inch, Luna Grey, 2.38 Kg, With MS Office)",95190,141890,95190,https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-24-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMHYXV9XKAYQFB8&lid=LSTCOMHYXV9XKAYQFB8LRM3G5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_219&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMHYXV9XKAYQFB8.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,4.2,27,2025-06-25,No
,,,76990,https://www.flipkart.com/lenovo-amd-ryzen-7-octa-core-7730u-8-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itm3138a03a4b1a2?pid=COMGT82XR3HBQGVJ&lid=LSTCOMGT82XR3HBQGVJXIX5PN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_220&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMGT82XR3HBQGVJ.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
"ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK3325WS Thin and Light Laptop  (14 inch, Mixed Black, 1.38 Kg, With MS Office)",30999,43990,30999,https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk3325ws-thin-light-laptop/p/itm81c6965731b27?pid=COMH9SJ9JFGNNUMH&lid=LSTCOMH9SJ9JFGNNUMHM1MVVB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_221&otracker=search&otracker1=search&fm=organic&iid=en_biP8YpdkB2Pc1LRiETwlbgj2yYDcXJW2pHAVSIXWjTp-9xlbDKWDCN9B1CMo2BmAU0-cQPWjKmkFyKGjahA90_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,4.2,242,2025-06-25,No
,,,18499,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os-82w0001dha/p/itm37ef89935fcd5?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZ6YMQQQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_222&otracker=search&otracker1=search&fm=organic&iid=en_biP8YpdkB2Pc1LRiETwlbgj2yYDcXJW2pHAVSIXWjToxL6fYr5fyFDTqHSIwC0yWcY8Ub0NMs3-kzPuQHjFEQvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
,,,57590,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2YB9SU8KMF&lid=LSTCOMGVQ2YB9SU8KMF2MGQ5W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_223&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMGVQ2YB9SU8KMF.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
,,,34990,https://www.flipkart.com/infinix-y4-max-series-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmf0f9170b3ca9f?pid=COMGWWDH9WGCHHEG&lid=LSTCOMGWWDH9WGCHHEGAO3TIN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_224&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMGWWDH9WGCHHEG.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
,,,100000,https://www.flipkart.com/lenovo-ideapad-slim-5-2-5k-ips-intel-core-i5-13th-gen-13500h-16-gb-1-tb-ssd-windows-11-home-16irl8-thin-light-laptop/p/itmc63731ed924b8?pid=COMGVQ2Y76HHKGYD&lid=LSTCOMGVQ2Y76HHKGYDRESK8N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_225&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMGVQ2Y76HHKGYD.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
,,,30990,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96AXULOGS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_231&otracker=search&otracker1=search&fm=organic&iid=en_biP8YpdkB2Pc1LRiETwlbgj2yYDcXJW2pHAVSIXWjTpvaJVFp4eV0V4sAa1isj54LmE1Pc6OmV7woxD552yxrPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
"ASUS ROG Strix G16 Intel Core i9 13th Gen 13980HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/240 Hz) G614JV-N4242WS Gaming Laptop  (16 inch, 1c&Gray, 2.5 Kg, With MS Office)",159990,197990,159990,https://www.flipkart.com/asus-rog-strix-g16-intel-core-i9-13th-gen-13980hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-g614jv-n4242ws-gaming-laptop/p/itm13847e0def718?pid=COMH9499UDM3BG9B&lid=LSTCOMH9499UDM3BG9BFKPMKP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_233&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMH9499UDM3BG9B.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,4.4,8,2025-06-25,No
,,,30999,https://www.flipkart.com/asus-vivobook-14-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-x415ea-ek342ws-thin-light-laptop/p/itm4e269d8e445e4?pid=COMGBHPFAFAWGKHE&lid=LSTCOMGBHPFAFAWGKHEZLNX0L&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_235&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMGBHPFAFAWGKHE.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
,,,51990,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_237&otracker=search&otracker1=search&fm=organic&iid=en_biP8YpdkB2Pc1LRiETwlbgj2yYDcXJW2pHAVSIXWjTp5NsNJ8L955mb2PsqCiVyoovitt3dJ18HtT2fIhbNszvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
,,,17990,https://www.flipkart.com/hp-chromebook-intel-celeron-quad-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0504tu/p/itm786e711f402fa?pid=COMGBHKF9E65BFZP&lid=LSTCOMGBHKF9E65BFZP5UAU9E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_238&otracker=search&otracker1=search&fm=organic&iid=en_biP8YpdkB2Pc1LRiETwlbgj2yYDcXJW2pHAVSIXWjToP4oI-FTPefPssgMeIWqeQvaIIH-M1tZtj1RVtf2B8lKV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
"HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop  (15.6 inch, Black)",24999,50000,24999,https://www.flipkart.com/hp-amd-athlon-dual-core-8-gb-256-gb-ssd-windows-11-home-255-laptop/p/itmf1ca83d7a968d?pid=COMGP22PUZHZT2HG&lid=LSTCOMGP22PUZHZT2HGKX4UTQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_239&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMGP22PUZHZT2HG.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,4.1,69,2025-06-25,No
,,,25990,https://www.flipkart.com/chuwi-intel-core-i3-12th-gen-1220p-8-gb-512-gb-ssd-windows-11-home-corebook-x-laptop/p/itm9904aa796f52f?pid=COMH6PUZ6WZGHZ84&lid=LSTCOMH6PUZ6WZGHZ841CWXQD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_240&otracker=search&otracker1=search&fm=organic&iid=28fade0c-0560-46b6-afde-2cc7309e0431.COMH6PUZ6WZGHZ84.SEARCH&ppt=None&ppn=None&ssid=obv1w0flw00000001750792617066&qH=312f91285e048e09,,,2025-06-25,No
